N,P,K,temperature,humidity,label,Region,Soil_Type,soil_moisture_range
39,9,15,25.35467646,91.81183218,orange,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
31,5,14,17.66545409,91.69865887,orange,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
18,12,8,12.59093977,91.81668769,orange,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
20,20,10,11.86631922,93.68394562,orange,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
5,8,5,11.03367937,92.22706805,orange,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
20,8,12,25.2990432,94.96419851,orange,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
25,21,11,32.23797837,90.15406807,orange,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
14,19,14,17.68408797,94.35815354,orange,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
37,18,12,10.2708877,90.19147747,orange,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
26,15,6,17.22034507,94.78797376,orange,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
13,22,5,19.667056,90.50096668,orange,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
32,25,9,10.35609594,93.75652041,orange,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
19,7,9,27.255435,91.71369387,orange,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
28,7,9,34.5917846,92.13229786,orange,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
24,30,11,32.39523995,94.51768464,orange,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
7,17,10,10.16431299,91.22320999,orange,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
18,23,8,21.49118657,93.43949693,orange,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
7,20,12,16.53460397,94.76759975,orange,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
20,23,11,31.8520694,90.12220323,orange,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
18,14,11,28.04799508,90.00621688,orange,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
34,11,10,31.75048899,94.59551226,orange,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
20,29,10,29.07412717,93.27189064,orange,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
37,24,13,19.14381903,90.71037456,orange,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
12,8,10,16.14820285,91.4448027,orange,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
34,10,14,34.05296914,92.05811721,orange,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
6,13,9,34.51423957,90.56151463,orange,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
27,30,5,32.71748548,90.54608254,orange,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
13,8,12,25.16296632,92.54736032,orange,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
6,7,7,27.68167318,94.47316879,orange,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
40,17,15,21.35093384,90.9492967,orange,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
31,26,9,11.69894639,93.25638873,orange,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
61,68,50,35.21462816,91.49725058,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
58,46,45,42.39413392,90.79028064,papaya,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
45,47,55,38.4191628,91.14220381,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
39,65,53,35.33294932,92.11508608,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
31,68,45,42.92325255,90.07600528,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
70,68,45,33.83508569,92.85470152,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
68,62,50,33.20258348,92.76437927,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
34,65,47,23.48546973,93.71043692,papaya,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
38,68,54,29.33710543,90.81781439,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
69,64,47,40.21199348,94.50766912,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
58,51,47,42.13473976,91.70445386,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
59,47,53,32.86316618,91.4618874,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
44,64,54,29.80744318,91.38048469,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
56,57,48,31.56213762,93.0484859,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
69,60,54,36.32268069,93.06134398,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
56,58,49,37.13165026,94.60761797,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
49,55,53,38.4418717,93.63739039,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
38,51,52,32.66160599,90.78931681,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
54,65,47,27.92765919,91.55594211,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
57,57,51,39.01793345,91.48815629,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
39,52,53,32.51247398,94.65904123,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
58,67,45,38.72382798,91.72514851,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
61,64,52,43.30204933,92.83405443,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
34,62,55,27.58548913,90.72526502,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
31,48,45,40.78881819,92.90951393,papaya,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
47,46,52,23.19451074,91.40301608,papaya,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
32,68,52,32.68067385,92.61715632,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
36,59,46,34.28879307,93.61082872,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
61,51,51,39.30050027,94.16193416,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
70,54,46,39.73149053,91.12220596,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
44,56,49,39.23342464,91.25589286,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
34,68,51,27.34734861,94.17756725,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
50,59,47,40.76998685,92.09278584,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
39,70,52,26.26559543,90.79668055,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
34,61,49,28.12971499,93.3210737,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
44,60,55,34.2804607,90.55561637,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
31,62,52,33.7960155,93.00754254,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
65,62,51,31.53243779,90.87394933,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
44,57,53,42.30495821,90.51431779,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
50,47,48,24.63676897,90.61964344,papaya,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
43,50,48,28.28222883,91.37059792,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
60,46,53,24.48620746,92.98254537,papaya,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
70,68,55,42.84609252,94.63548176,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
59,62,52,43.67549305,93.10887229,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
60,58,51,42.07213781,92.92203105,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
42,60,47,33.46873719,92.12746225,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
35,66,47,31.7018373,91.66232213,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
34,65,48,41.41968393,90.03863107,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
36,54,46,42.54744013,94.94482086,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
39,64,52,28.91842453,94.63676767,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
37,52,47,43.08022702,93.90305729,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
33,47,46,29.20300896,93.96834049,papaya,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
34,48,48,41.04224355,91.37258067,papaya,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
49,54,50,25.62446619,93.18240298,papaya,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
40,65,49,35.32876402,91.06138506,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
68,52,49,24.42561272,92.27749066,papaya,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
50,46,52,31.18298415,90.21646909,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
65,63,50,31.88342554,91.3256535,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
40,49,47,42.93368602,91.1756748,papaya,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
42,53,48,23.11407669,94.31994776,papaya,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
49,55,51,24.87212063,93.90560147,papaya,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
59,62,49,43.36051537,93.35191636,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
63,58,47,26.83054058,90.75379971,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
70,65,52,30.42012134,93.12659793,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
63,50,52,28.64555584,93.22642604,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
40,64,47,32.50037548,93.47888842,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
63,58,50,43.03714283,94.6428898,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
45,58,49,30.10773379,90.34546355,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
66,69,47,23.69212243,93.61055571,papaya,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
54,67,52,35.67667332,93.30641944,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
69,67,52,27.71948962,94.43877142,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
67,68,49,35.26824831,92.38282957,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
45,57,47,23.16855863,90.78821158,papaya,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
56,50,52,33.08706051,92.25197542,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
70,50,53,37.4620912,90.44967809,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
44,47,45,38.73218907,94.73613484,papaya,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(80, 100)"
50,60,47,32.57720726,92.74889453,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
52,51,53,38.38231475,93.10378595,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
35,68,45,42.93605359,90.09448142,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
68,69,52,25.65492304,92.74501561,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
32,55,52,37.58899717,91.99740365,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
32,55,51,29.60718808,93.15642801,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
48,62,47,25.34756111,93.02871078,papaya,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
39,69,53,25.9300384,93.02357765,papaya,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
49,61,45,32.76795887,94.57377401,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
48,57,54,29.02328049,90.20396783,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
69,66,49,40.00439101,90.17015833,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
53,55,55,33.32315744,91.25271223,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
38,61,52,31.22790131,94.94021378,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
57,64,55,26.68386496,92.9585411,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
51,57,55,24.70528368,90.14732171,papaya,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
56,65,45,38.2016825,93.97379963,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
54,66,52,36.56769731,93.79503425,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
58,55,47,26.05375792,93.69111672,papaya,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
68,70,54,31.29986342,92.76039164,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
42,59,55,40.10207731,94.35110201,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
43,64,47,38.58954491,91.58076549,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
35,67,49,41.31330062,91.1508798,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
56,59,55,37.03551903,91.79430166,papaya,Lower Gangetic Plain (W.B.),['Alluvial Red Lateritic'],"(80, 100)"
39,64,53,23.0124018,91.07355541,papaya,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(80, 100)"
18,30,29,26.7627493,92.86056895,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
37,23,28,25.61294367,94.3138837,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
13,28,33,28.130115,95.64807631,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
2,21,35,25.02887163,91.53720922,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
10,18,35,27.79797651,99.64573002,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
7,11,32,29.25902906,95.11294697,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
39,5,31,27.10134661,93.69979946,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
34,6,27,25.84726298,90.92669463,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
31,30,29,26.58580443,90.98617591,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
25,7,35,28.38503882,99.18843684,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
16,18,26,28.43647052,91.81320717,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
26,10,33,28.27298134,96.93649473,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
27,8,32,27.00648436,96.46168931,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
37,18,30,27.63551259,99.34854917,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
19,15,34,26.29644905,99.65809151,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
0,19,33,27.1326009,95.23797989,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
31,20,26,25.56567803,97.61361544,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
9,17,32,25.94951662,93.40548703,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
22,11,29,28.03380598,95.01630593,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
31,6,26,29.12859129,91.30924833,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
34,6,30,27.0828252,97.00155491,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
24,6,32,28.11321494,90.01734526,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
1,8,26,27.5136304,94.18955816,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
31,13,33,27.63834933,95.48763389,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
10,9,28,29.01256899,94.01014388,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
36,27,26,26.58413917,95.78923137,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
38,24,33,28.28905147,97.00396405,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
11,6,25,28.69164799,96.65248672,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
16,14,30,29.70931288,96.30484325,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
33,14,35,27.14865285,96.66355213,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
16,6,29,29.28725038,91.95614918,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
32,11,31,25.06871967,93.31410447,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
38,14,30,26.92449525,91.20106019,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
8,6,33,28.27804288,93.64761266,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
23,6,33,29.18032562,92.73041222,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
29,25,35,28.3575072,91.64509299,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
24,14,33,29.38072512,93.27565685,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
32,12,30,25.39241091,98.08951196,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
30,25,31,26.31270635,98.62048026,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
14,21,35,29.52501367,91.91185319,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
27,22,29,28.83214859,92.17170353,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
40,5,29,28.48444906,97.76865458,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
17,11,32,28.74013335,93.39676499,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
30,30,35,25.00872392,95.59224018,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
28,10,30,29.8690834,91.14723422,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
39,7,29,27.54273211,94.59086121,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
32,20,35,26.52166434,98.38227669,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
7,15,32,25.03512351,95.89739958,coconut,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
29,17,29,29.20394909,95.66997327,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
34,15,34,27.05826457,91.10510371,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
14,23,25,26.18552389,96.96637916,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
18,19,29,27.59376845,92.48519606,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
7,21,35,25.76011662,94.65830608,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
24,27,34,28.87862994,95.11320315,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
39,29,29,26.50908611,94.48414544,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
29,8,28,26.87037587,91.72546257,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
10,24,27,27.57283516,94.90485697,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
0,29,32,28.05912437,98.3670985,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
32,11,31,29.51611558,92.56492864,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
37,10,32,28.96318258,95.16333673,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
20,29,27,25.09897688,92.36099489,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
31,29,35,27.1872282,92.19906776,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
17,30,27,29.03065024,90.79093862,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
1,12,30,27.754298,95.94643831,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
6,13,29,27.31155708,99.96906006,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
15,28,32,28.84270971,99.64328526,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
27,24,29,26.61423461,96.97300803,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
3,23,30,29.70143197,95.65754365,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
8,26,26,25.54759871,91.64194826,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
20,28,26,26.37978453,91.49882979,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
26,18,27,27.45907759,92.90736493,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
1,6,35,27.02269204,95.71935435,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
27,30,31,28.98545306,90.73966792,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
23,7,34,26.1055118,91.52421214,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
0,26,31,25.0707247,95.02156793,coconut,"Eastern Himalaya (Assam, W.B., NE states)","['Alluvial', 'Brown hill', 'Red', 'Tarai']","(80, 100)"
38,6,25,25.54963273,96.92786777,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
25,12,26,28.56973521,95.67906668,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
40,5,32,26.07010807,96.7036223,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
0,19,31,25.51791333,94.38420565,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
26,9,32,25.9490364,94.73860514,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
35,30,34,28.2974764,95.41122824,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
19,30,30,29.56549169,91.40896307,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
31,13,33,29.69952329,95.21224392,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
17,29,26,26.14162144,93.28415295,coconut,Island Region (Andaman & Nicobar),['Coastal Alluvium Salty'],"(80, 100)"
